"Notes"	"County of Residence"	"County of Residence Code"	"Number of Prenatal Visits"	"Number of Prenatal Visits Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Mother's Education"	"Mother's Education Code"	"NICU Admission"	"NICU Admission Code"	Births	% of Total Births	Average Age of Mother (years)	Average OE Gestational Age (weeks)	Average Birth Weight (grams)	Average Pre-pregnancy BMI	Average Number of Prenatal Visits	Average Interval Since Last Live Birth (months)
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"20-24 years"	"20-24"	"Associate degree (AA, AS)"	"5"	"No"	"2"	10	0.00%	22.30	38.90	3370.40	27.21	7.00	16.50
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"8th grade or less"	"1"	"No"	"2"	20	0.01%	27.15	37.95	3186.00	23.58	7.00	48.38
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	20	0.01%	26.95	38.15	3205.80	27.79	7.00	49.93
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	70	0.02%	27.17	38.09	3112.33	27.35	7.00	44.26
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	13	0.00%	27.77	34.69	2410.77	29.12	7.00	37.80
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	72	0.02%	27.10	38.38	3206.04	27.95	7.00	42.42
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	16	0.00%	26.69	38.44	3183.88	28.54	7.00	46.57
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	78	0.02%	27.54	38.65	3352.51	25.86	7.00	31.50
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	35	0.01%	27.74	38.80	3265.97	26.45	7.00	27.36
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"8th grade or less"	"1"	"No"	"2"	25	0.01%	32.40	38.08	3196.36	29.85	7.00	75.20
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	23	0.01%	31.74	38.09	3285.57	28.51	7.00	53.05
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	54	0.02%	32.39	37.93	3125.54	27.28	7.00	58.51
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	81	0.02%	31.64	38.26	3206.59	28.70	7.00	52.44
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	36	0.01%	31.67	38.31	3348.92	27.07	7.00	57.52
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	18	0.01%	31.78	34.61	2686.11	27.62	7.00	43.09
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	182	0.05%	31.88	38.63	3371.40	26.08	7.00	37.40
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"Yes"	"1"	15	0.00%	32.33	34.13	2381.33	27.89	7.00	37.50
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	144	0.04%	32.17	38.68	3427.44	26.99	7.00	35.65
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	28	0.01%	32.46	39.18	3428.75	25.38	7.00	31.25
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"8th grade or less"	"1"	"No"	"2"	12	0.00%	36.75	37.75	3278.58	29.08	7.00	74.00
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	22	0.01%	36.59	38.09	3264.36	28.87	7.00	82.50
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	42	0.01%	36.69	37.90	3163.36	29.33	7.00	60.32
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Associate degree (AA, AS)"	"5"	"No"	"2"	14	0.00%	36.57	38.79	3342.43	28.67	7.00	57.42
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	93	0.03%	36.18	38.70	3452.60	26.47	7.00	39.62
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	57	0.02%	36.54	38.30	3293.98	26.19	7.00	43.77
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	35	0.01%	36.26	38.60	3376.74	25.15	7.00	32.18
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"40-44 years"	"40-44"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	21	0.01%	40.90	38.19	3324.76	26.31	7.00	41.38
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"40-44 years"	"40-44"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	25	0.01%	41.12	38.28	3263.64	27.30	7.00	56.54
	"Anne Arundel County, MD"	"24003"	"7 prenatal visits"	"7"	"40-44 years"	"40-44"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	10	0.00%	41.20	38.10	3132.50	25.64	7.00	27.20
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"15-19 years"	"15-19"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	11	0.00%	16.91	39.45	3398.73	22.06	8.00	Not Applicable
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"15-19 years"	"15-19"	"High school graduate or GED completed"	"3"	"No"	"2"	20	0.01%	18.70	38.90	3164.65	28.26	8.00	Not Applicable
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"8th grade or less"	"1"	"No"	"2"	18	0.01%	22.72	38.67	3333.50	26.50	8.00	42.38
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	41	0.01%	21.95	38.17	3145.95	24.15	8.00	38.82
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	97	0.03%	22.06	38.15	3180.38	26.19	8.00	32.20
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	63	0.02%	22.38	38.30	3191.00	26.78	8.00	34.95
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"Associate degree (AA, AS)"	"5"	"No"	"2"	11	0.00%	22.64	38.55	3566.09	25.60	8.00	20.00
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	18	0.01%	23.56	38.67	3228.56	25.24	8.00	34.00
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"8th grade or less"	"1"	"No"	"2"	27	0.01%	26.74	38.89	3432.74	27.67	8.00	55.91
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	34	0.01%	27.12	38.24	3234.44	27.96	8.00	62.78
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	109	0.03%	27.13	38.58	3261.99	27.50	8.00	47.65
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	12	0.00%	26.67	35.58	2515.17	33.02	8.00	74.25
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	111	0.03%	26.86	38.07	3235.15	27.93	8.00	41.46
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	51	0.01%	26.96	38.33	3305.14	28.71	8.00	33.14
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	136	0.04%	27.54	38.64	3371.51	25.86	8.00	33.20
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	51	0.01%	28.06	38.27	3203.67	24.51	8.00	36.08
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"8th grade or less"	"1"	"No"	"2"	33	0.01%	32.42	38.42	3413.79	27.38	8.00	71.18
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	36	0.01%	31.69	38.72	3294.58	25.57	8.00	63.79
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	73	0.02%	31.89	38.33	3226.49	30.52	8.00	65.82
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	85	0.02%	31.96	37.80	3167.78	29.64	8.00	57.12
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	63	0.02%	31.75	38.37	3154.95	28.09	8.00	59.20
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	28	0.01%	31.86	34.61	2424.11	26.94	8.00	39.92
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	239	0.07%	31.77	38.58	3392.14	25.75	8.00	37.99
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"Yes"	"1"	19	0.01%	31.95	36.00	2642.68	27.17	8.00	46.22
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	164	0.05%	32.14	38.71	3353.33	25.86	8.00	33.92
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	44	0.01%	32.32	38.55	3340.45	24.17	8.00	33.45
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"8th grade or less"	"1"	"No"	"2"	18	0.01%	37.39	38.28	3359.56	27.51	8.00	104.93
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	13	0.00%	37.00	38.08	3300.38	30.58	8.00	64.55
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	24	0.01%	37.29	37.54	3180.88	29.85	8.00	78.83
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	10	0.00%	36.40	35.20	2522.00	31.05	8.00	84.14
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	42	0.01%	36.79	37.98	3258.69	29.94	8.00	60.16
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"Associate degree (AA, AS)"	"5"	"No"	"2"	23	0.01%	36.78	38.57	3325.22	27.17	8.00	53.76
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	14	0.00%	37.36	35.21	2663.43	27.44	8.00	36.25
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	120	0.04%	36.53	38.62	3392.11	26.71	8.00	42.61
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"Yes"	"1"	13	0.00%	36.46	35.23	2661.54	30.22	8.00	51.67
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	93	0.03%	36.60	38.12	3215.80	26.34	8.00	46.35
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	34	0.01%	36.53	38.68	3302.29	25.39	8.00	42.05
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"40-44 years"	"40-44"	"High school graduate or GED completed"	"3"	"No"	"2"	12	0.00%	40.83	38.17	3186.58	27.63	8.00	78.56
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"40-44 years"	"40-44"	"Some college credit, but not a degree"	"4"	"No"	"2"	11	0.00%	41.91	37.91	3068.45	29.11	8.00	105.78
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"40-44 years"	"40-44"	"Associate degree (AA, AS)"	"5"	"No"	"2"	11	0.00%	40.55	38.18	3245.45	30.92	8.00	49.40
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"40-44 years"	"40-44"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	25	0.01%	41.16	38.20	3323.16	28.90	8.00	50.95
	"Anne Arundel County, MD"	"24003"	"8 prenatal visits"	"8"	"40-44 years"	"40-44"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	35	0.01%	40.97	38.49	3369.20	27.43	8.00	53.16
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"15-19 years"	"15-19"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	31	0.01%	17.48	38.68	3246.81	24.54	9.00	18.00
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"15-19 years"	"15-19"	"High school graduate or GED completed"	"3"	"No"	"2"	19	0.01%	18.53	38.84	3268.68	28.81	9.00	29.67
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"20-24 years"	"20-24"	"8th grade or less"	"1"	"No"	"2"	12	0.00%	22.50	39.00	3290.83	26.72	9.00	54.00
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"20-24 years"	"20-24"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	41	0.01%	22.17	38.80	3345.68	28.03	9.00	43.86
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	137	0.04%	22.24	38.45	3197.30	27.27	9.00	32.25
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	11	0.00%	22.18	35.45	2639.00	28.75	9.00	36.50
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	92	0.03%	22.40	38.29	3236.18	26.49	9.00	30.42
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"20-24 years"	"20-24"	"Associate degree (AA, AS)"	"5"	"No"	"2"	24	0.01%	22.83	38.62	3248.38	25.15	9.00	32.40
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"20-24 years"	"20-24"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	23	0.01%	23.30	38.83	3352.91	24.67	9.00	30.67
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"8th grade or less"	"1"	"No"	"2"	27	0.01%	27.11	38.44	3301.52	26.61	9.00	48.43
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	41	0.01%	27.12	38.73	3290.66	29.56	9.00	64.58
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"Yes"	"1"	11	0.00%	26.82	35.73	2621.91	33.49	9.00	82.20
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	133	0.04%	27.11	38.52	3328.03	28.25	9.00	48.19
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"Yes"	"1"	20	0.01%	27.00	35.40	2643.60	27.03	9.00	29.08
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	140	0.04%	26.95	38.26	3257.52	28.93	9.00	43.51
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	60	0.02%	27.40	38.58	3240.43	25.93	9.00	44.68
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	11	0.00%	27.45	37.64	2967.27	29.25	9.00	45.00
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	188	0.06%	27.82	38.74	3369.16	26.12	9.00	30.62
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	70	0.02%	28.10	38.93	3342.83	26.88	9.00	31.56
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"8th grade or less"	"1"	"No"	"2"	29	0.01%	32.17	38.48	3289.79	28.35	9.00	82.83
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	43	0.01%	31.86	38.19	3291.98	27.85	9.00	65.16
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	95	0.03%	31.98	38.37	3292.48	28.03	9.00	60.47
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	148	0.04%	31.86	38.40	3317.94	28.37	9.00	52.29
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	82	0.02%	32.29	38.12	3193.35	26.35	9.00	55.27
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	28	0.01%	31.79	35.04	2436.96	25.54	9.00	35.64
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	342	0.10%	31.95	38.58	3417.65	25.65	9.00	38.63
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"Yes"	"1"	11	0.00%	32.45	33.55	2385.09	25.43	9.00	42.40
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	244	0.07%	32.10	38.66	3405.38	25.83	9.00	35.38
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	53	0.02%	32.45	38.53	3312.96	23.60	9.00	32.21
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"8th grade or less"	"1"	"No"	"2"	24	0.01%	37.29	38.46	3295.88	28.68	9.00	78.24
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	24	0.01%	36.58	38.79	3382.12	29.47	9.00	87.95
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	42	0.01%	36.40	38.33	3289.86	30.34	9.00	65.85
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	59	0.02%	36.54	38.00	3314.00	29.32	9.00	71.82
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Associate degree (AA, AS)"	"5"	"No"	"2"	27	0.01%	36.78	38.59	3326.74	27.76	9.00	51.30
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	12	0.00%	37.42	37.50	3027.92	27.91	9.00	39.78
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	176	0.05%	36.51	38.40	3271.27	26.40	9.00	43.88
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"Yes"	"1"	12	0.00%	36.75	35.42	2537.92	27.93	9.00	38.50
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	117	0.03%	36.61	38.36	3364.05	26.22	9.00	42.04
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	35	0.01%	36.63	38.69	3393.71	25.05	9.00	38.24
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"40-44 years"	"40-44"	"Some college credit, but not a degree"	"4"	"No"	"2"	17	0.00%	41.24	38.59	3318.06	28.51	9.00	108.73
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"40-44 years"	"40-44"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	30	0.01%	40.93	38.57	3396.83	28.84	9.00	67.47
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"40-44 years"	"40-44"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	23	0.01%	40.91	38.61	3261.39	25.99	9.00	58.12
	"Anne Arundel County, MD"	"24003"	"9 prenatal visits"	"9"	"40-44 years"	"40-44"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	13	0.00%	41.38	38.31	3291.54	24.61	9.00	49.86
	"Anne Arundel County, MD"	"24003"	"10 prenatal visits"	"10"	"15-19 years"	"15-19"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	34	0.01%	17.65	38.62	3068.29	23.65	10.00	17.50
	"Anne Arundel County, MD"	"24003"	"10 prenatal visits"	"10"	"15-19 years"	"15-19"	"High school graduate or GED completed"	"3"	"No"	"2"	29	0.01%	18.55	38.66	3157.24	25.97	10.00	20.50
	"Anne Arundel County, MD"	"24003"	"10 prenatal visits"	"10"	"20-24 years"	"20-24"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	53	0.02%	21.77	38.92	3333.40	26.72	10.00	38.62
	"Anne Arundel County, MD"	"24003"	"10 prenatal visits"	"10"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	127	0.04%	22.13	38.51	3244.22	27.45	10.00	32.45
	"Anne Arundel County, MD"	"24003"	"10 prenatal visits"	"10"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	79	0.02%	22.41	38.39	3197.89	27.58	10.00	37.09
	"Anne Arundel County, MD"	"24003"	"10 prenatal visits"	"10"	"20-24 years"	"20-24"	"Associate degree (AA, AS)"	"5"	"No"	"2"	23	0.01%	22.96	38.87	3305.35	26.79	10.00	34.17
	"Anne Arundel County, MD"	"24003"	"10 prenatal visits"	"10"	"20-24 years"	"20-24"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	22	0.01%	23.59	38.82	3270.50	26.78	10.00	24.00
	"Anne Arundel County, MD"	"24003"	"10 prenatal visits"	"10"	"25-29 years"	"25-29"	"8th grade or less"	"1"	"No"	"2"	24	0.01%	26.67	39.42	3444.29	27.14	10.00	57.93
